分區代碼,類型代碼,類型名稱,類別代碼,類別名稱,圖形R值,圖形G值,圖形B值,次類別代碼,次類別名稱,圖示文字
B02641,B,特定專用區,2,特定商業專用區,255,0,63,641,觀光藝文商業專用區,觀商專
B02650,B,特定專用區,2,特定商業專用區,255,0,63,650,青果合作社專用區,果合專
B02660,B,特定專用區,2,特定商業專用區,255,0,63,660,特定經貿核心專用區,果合專
B02661,B,特定專用區,2,特定商業專用區,255,0,63,661,第一種特定經貿核心專用區,特貿專一
B02662,B,特定專用區,2,特定商業專用區,255,0,63,662,第二種特定經貿核心專用區,特貿專二
B02663,B,特定專用區,2,特定商業專用區,255,0,63,663,第三種特定經貿核心專用區,特貿專三
B02664,B,特定專用區,2,特定商業專用區,255,0,63,664,第四種特定經貿核心專用區,特貿專四
B02665,B,特定專用區,2,特定商業專用區,255,0,63,665,第五種特定經貿核心專用區,特貿專五
B02666,B,特定專用區,2,特定商業專用區,255,0,63,666,第六種特定經貿核心專用區,特貿專六
B02670,B,特定專用區,2,特定商業專用區,255,0,63,670,文化商業專用區,文商專
B02680,B,特定專用區,2,特定商業專用區,255,0,63,680,經貿專用區,經貿專
B02690,B,特定專用區,2,特定商業專用區,255,0,63,690,會展特定專用區,會專
B03000,B,特定專用區,3,特定事業專用區,0,127,255,0,特定事業專用區,事業專用
B03001,B,特定專用區,3,特定事業專用區,0,127,255,1,事業專用區,事業專用
B03002,B,特定專用區,3,特定事業專用區,0,127,255,2,特定目的事業專用區,事業專用
B03003,B,特定專用區,3,特定事業專用區,0,127,255,3,公用及公益事業特定專用區,益專
B03500,B,特定專用區,3,特定事業專用區,0,127,255,500,廣電事業專用區,廣電專
B03510,B,特定專用區,3,特定事業專用區,0,127,255,510,航空事業專用區,航專
B03511,B,特定專用區,3,特定事業專用區,0,127,255,511,航空事業專用區兼供道路使用,航專(道)
B03520,B,特定專用區,3,特定事業專用區,0,127,255,520,電信專用區,電信專
B03521,B,特定專用區,3,特定事業專用區,0,127,255,521,第一種電信專用區,電信專一
B03522,B,特定專用區,3,特定事業專用區,0,127,255,522,第二種電信專用區,電信專二
B03530,B,特定專用區,3,特定事業專用區,0,127,255,530,電信事業專用區,電信專
B03540,B,特定專用區,3,特定事業專用區,0,127,255,540,電力專用區,電力專
B03550,B,特定專用區,3,特定事業專用區,0,127,255,550,電力事業專用區,電力專
B03560,B,特定專用區,3,特定事業專用區,0,127,255,560,郵政專用區,郵專
B03570,B,特定專用區,3,特定事業專用區,0,127,255,570,郵政事業專用區,郵專
B03580,B,特定專用區,3,特定事業專用區,0,127,255,580,菸酒事業專用區,菸專
B03590,B,特定專用區,3,特定事業專用區,0,127,255,590,自來水事業專用區,自專
B03600,B,特定專用區,3,特定事業專用區,0,127,255,600,農會專用區,農會專
B03610,B,特定專用區,3,特定事業專用區,0,127,255,610,電廠專用區,電廠專
B03620,B,特定專用區,3,特定事業專用區,0,127,255,620,交通事業專用區,交專
B03630,B,特定專用區,3,特定事業專用區,0,127,255,630,水利會專用區,水利會專
B03640,B,特定專用區,3,特定事業專用區,0,127,255,640,漁會專用區,漁會專
B03650,B,特定專用區,3,特定事業專用區,0,127,255,650,廣播電台專用區,廣電專
B03660,B,特定專用區,3,特定事業專用區,0,127,255,660,電台專用區,電台專
B03670,B,特定專用區,3,特定事業專用區,0,127,255,670,旅遊事業專用區,旅專
B03680,B,特定專用區,3,特定事業專用區,0,127,255,680,觀光事業專用區,觀專
B03691,B,特定專用區,3,特定事業專用區,0,127,255,691,第一種創新研發專用區,創研一
B03692,B,特定專用區,3,特定事業專用區,0,127,255,692,第二種創新研發專用區,創研二
B04000,B,特定專用區,4,特定事業專用區(工業),127,63,0,0,工業事業專用區,工專
B04500,B,特定專用區,4,特定事業專用區(工業),127,63,0,500,園區事業專用區,園專
B04501,B,特定專用區,4,特定事業專用區(工業),127,63,0,501,第一種園區事業專用區,園專一
B04502,B,特定專用區,4,特定事業專用區(工業),127,63,0,502,第二種園區事業專用區,園專二
B04510,B,特定專用區,4,特定事業專用區(工業),127,63,0,510,加工出口專用區,加專
B04520,B,特定專用區,4,特定事業專用區(工業),127,63,0,520,倉儲批發專用區,倉批專
B04521,B,特定專用區,4,特定事業專用區(工業),127,63,0,521,倉儲批發零售專用區,倉批專
B04530,B,特定專用區,4,特定事業專用區(工業),127,63,0,530,貨物轉運專用區,貨轉專
B04540,B,特定專用區,4,特定事業專用區(工業),127,63,0,540,特定倉儲轉運專用區,倉轉專
B04541,B,特定專用區,4,特定事業專用區(工業),127,63,0,541,第一種特定倉儲轉運專用區,倉轉專一
B04542,B,特定專用區,4,特定事業專用區(工業),127,63,0,542,第二種特定倉儲轉運專用區,倉轉專二
B04543,B,特定專用區,4,特定事業專用區(工業),127,63,0,543,第三種特定倉儲轉運專用區,倉轉專三
B04550,B,特定專用區,4,特定事業專用區(工業),127,63,0,550,再生能源相關設施專用區,再生專
B04560,B,特定專用區,4,特定事業專用區(工業),127,63,0,560,貨運及貨物加值專用區,貨運專
B04570,B,特定專用區,4,特定事業專用區(工業),127,63,0,570,貨運集散專用區,貨專
B04580,B,特定專用區,4,特定事業專用區(工業),127,63,0,580,特定工業專用區,特工專
B05000,B,特定專用區,5,特定事業專用區(油氣),255,0,255,0,油氣事業專用區,油專
B05500,B,特定專用區,5,特定事業專用區(油氣),255,0,255,500,石油事業專用區,油專
B05510,B,特定專用區,5,特定事業專用區(油氣),255,0,255,510,石油專用區,石油專用
B05520,B,特定專用區,5,特定事業專用區(油氣),255,0,255,520,天然氣事業專用區,氣專
B05530,B,特定專用區,5,特定事業專用區(油氣),255,0,255,530,瓦斯專用區,瓦專
B05540,B,特定專用區,5,特定事業專用區(油氣),255,0,255,540,瓦斯事業專用區,瓦專
B05550,B,特定專用區,5,特定事業專用區(油氣),255,0,255,550,液化天然氣專用區,氣專
B05560,B,特定專用區,5,特定事業專用區(油氣),255,0,255,560,天然氣儲氣槽設施專用區,儲氣專
B05570,B,特定專用區,5,特定事業專用區(油氣),255,0,255,570,天然氣設施專用區,氣專
B05580,B,特定專用區,5,特定事業專用區(油氣),255,0,255,580,天然氣儲氣專用區,儲氣專
B06000,B,特定專用區,6,特定事業專用區(水利),127,255,255,0,水利事業專用區,水利專
B06500,B,特定專用區,6,特定事業專用區(水利),127,255,255,500,水利專用區,水利專
B06510,B,特定專用區,6,特定事業專用區(水利),127,255,255,510,水利設施專用區,水利專
B07000,B,特定專用區,7,特定產業專用區,127,63,0,0,特定產業專用區,產專
B07010,B,特定專用區,7,特定產業專用區,127,63,0,10,第一種特定產業專用區,產一
B07020,B,特定專用區,7,特定產業專用區,127,63,0,20,第二種特定產業專用區,產二
B07510,B,特定專用區,7,特定產業專用區,127,63,0,510,汽車保養專用區,汽保專
B07520,B,特定專用區,7,特定產業專用區,127,63,0,520,汽車修理專用區,汽修專
B07530,B,特定專用區,7,特定產業專用區,127,63,0,530,科技產業專用區,科專
B07540,B,特定專用區,7,特定產業專用區,127,63,0,540,生物科技產業專用區,生技專
B07550,B,特定專用區,7,特定產業專用區,127,63,0,550,產業專用區,產專
